name	address	postal_code	stars	review_count	Categories
Maggiano's Little Italy     	1201 Filbert St	19107	3.5	676	Italian
Veggie Lovers      	225 N 11th St	19107	3.5	137	Chinese
Little Thai Market     	51 N 12th St	19107	4.0	189	SE Asian
Pho Cali Vietnamese Restaurant    	1000 Arch St	19107	3.5	319	SE Asian
New Harmony Vegetarian Restaurant    	135 N 9th St	19107	4.0	327	Chinese
Zavino       	112 S 13th St	19107	4.0	843	Italian
Pearl's Oyster Bar     	51 N 12th St	19107	4.0	298	American
KC's Pastries      	109 N 10th St	19107	4.0	181	Chinese
Hershel's East Side Deli    	51 N 12th St	19107	4.5	718	American
Siu Kee Duck House    	111 N 10th St	19107	4.0	100	Chinese
Winkel       	1119 Locust St	19107	4.5	246	American
Le Pain Quotidien     	801 Walnut St	19107	3.5	239	American
Heung Fa Chun Sweet House   	112 N 10th St	19107	4.5	237	Chinese
Strangelove's       	216 S 11th St	19107	4.0	443	American
Oloroso       	1121 Walnut St	19107	4.0	183	European
Lolita       	106 S 13th St	19107	4.0	668	Mexican
Mayflower Bakery & Cafe    	1008 Race St	19107	4.5	125	Bakery
M Kee      	1002 Race St	19107	4.0	232	Chinese
Petruce Et Al     	1121 Walnut St	19107	4.0	101	American
Bonchon Philadelphia      	1020 Cherry St	19107	3.5	613	Korean
Dim Sum Garden     	1020 Race St	19107	4.0	2672	Chinese
Iron Hill Brewery & Restaurant   	1150 Market St	19107	4.0	324	American
sweetgreen       	924 Walnut St	19107	3.5	173	American
Pinefish       	1138 Pine St	19107	3.5	318	American
Rice & Mix     	128 S 12th St	19107	3.5	188	Korean
Maison 208      	208 S 13th St	19107	3.5	184	American
Varga Bar      	941 Spruce St	19107	3.5	597	American
Hatch & Coop     	122 S 12th St	19107	4.0	108	American
Banana Leaf      	1009 Arch St	19107	3.5	706	SE Asian
Shiao Lan Kung     	930 Race St	19107	3.5	254	Chinese
Yellowtail       	1218 Pine St	19107	3.5	120	Japanese
Prince Tea House     	203 N 9th St	19107	4.5	176	American
Yamitsuki Ramen      	1028 Arch St	19107	3.5	478	Japanese
Spice C      	131 N 10th St	19107	4.0	453	Chinese
Barbuzzo       	110 S 13th St	19107	4.5	2893	Italian
Tasty Place      	143 N 11th St	19107	4.0	139	Chinese
Paprica Modern Mediterranean Grill    	811 Sansom St	19107	4.5	154	European
Paris Baguette      	923 Arch St	19107	4.0	132	Bakery
Bill's Breakfast & Lunch    	1312 Sansom St	19107	4.0	132	American
Giorgio On Pine     	1328 Pine St	19107	4.0	954	Italian
The Original Turkey     	45 N 12th St	19107	4.5	213	American
Melting Pot      	1219 Filbert St	19107	3.5	156	American
High Street Philadelphia     	101 S 9th St	19107	4.0	807	American
Simply Shabu      	1023 Cherry St	19107	4.0	117	Chinese
Garces Trading Company     	1111 Locust St	19107	4.0	896	Italian
Bindi       	105 S 13th St	19107	3.5	128	Indian
Knock       	225 S 12th St	19107	3.5	159	American
Nine Ting      	926 Race St	19107	4.0	1213	Chinese
Cibo Ristorante Italiano     	1227 Walnut St	19107	3.5	100	Italian
Finn McCool's Ale House    	118 S 12th St	19107	3.5	163	American
Nom Wah Philadelphia     	218 N 13th St	19107	4.0	414	Chinese
Bar-Ly Chinatown      	101 N 11th St	19107	4.0	380	American
The Farmers' Cabinet     	1113 Walnut St	19107	3.5	444	American
Di Bruno Bros.     	834 Chestnut St	19107	4.0	105	American
Ting Wong Restaurant     	138 N 10th St	19107	4.0	461	Chinese
Imperial Inn      	142 N 10th St	19107	3.5	230	Chinese
Kung Fu Tea     	1006 Arch St	19107	3.5	314	Chinese
Vietnam Palace      	222 N 11th St	19107	4.0	161	SE Asian
MilkBoy       	1100 Chestnut St	19107	3.5	383	American
Wong Wong Chinese Restaurant    	941 Race St	19107	3.5	143	Chinese
Tom's Dim Sum     	59 N 11th St	19107	3.5	587	Chinese
Tiffany's Bakery      	1001 Market St	19107	3.5	110	Bakery
Dutch Eating Place     	1136 Arch St	19107	4.5	796	American
Tsaocaa & BBQ Chicken    	938 Race St	19107	3.5	160	Korean
Spicy Memory      	1105 Walnut St	19107	4.0	128	Chinese
Jamonera       	105 S 13th St	19107	4.0	563	American
Tredici Enoteca      	114 S 13th St	19107	4.5	352	Italian
Time       	1315 Sansom St	19107	4.0	565	American
Maoz Vegetarian      	1115 Walnut St	19107	4.0	225	Middle Eastern
Franky Bradley's      	1320 Chancellor St	19107	4.0	215	American
Zio's Brick Oven Pizzeria    	111 S 13th St	19107	3.5	193	Italian
Destination Dogs      	1111 Walnut St	19107	4.5	329	American
DaMò Pasta Lab     	105 S 12th St	19107	4.5	177	Italian
Opa       	1311 Sansom St	19107	3.5	446	European
The Grill Smuckers     	51 N 12th St	19107	4.5	118	American
Dae Bak      	1016 Race St, Fl 2	19107	4.0	214	Korean
Chatayee Thai      	1227 Walnut St	19107	4.5	222	SE Asian
Brick and Mortar     	315 N 12th St	19107	4.0	132	American
Ho Sai Gai Restaurant    	1000 Race St	19107	4.0	202	Chinese
Mong Kok Station     	153 N 10th St	19107	3.5	125	Chinese
Effie's Restaurant      	1127 Pine St	19107	3.5	315	European
Yummy Yummy      	52 N 10th St	19107	4.0	147	Chinese
Sampan       	124 S 13th St	19107	4.0	2000	American
Megumi Japanese Ramen & Sushi Bar  	915 Race St	19107	4.0	210	Japanese
Vintage Wine Bar     	129 S 13th St	19107	4.0	406	European
The Famous 4th Street Cookie Company  	51 N 12th St	19107	4.0	356	Bakery
Pizzeria Cappelli      	209 S 13th St	19107	3.5	123	Italian
Sang Kee Peking Duck House   	238 N 9th St	19107	4.0	926	Chinese
Bud & Marilyn's     	1234 Locust St	19107	4.0	1303	American
Profi's Crêperie      	51 N 12th St	19107	4.0	155	European
T-Swirl Crêpe      	150 N 10th St	19107	4.0	401	Japanese
Tai Lake Restaurant     	134 N 10th St	19107	3.5	279	Chinese
Crunchik'n       	212 S 11th St	19107	4.5	173	Korean
Fuel Center City     	1225 Walnut St	19107	3.5	432	American
Nan Zhou Hand Drawn Noodle House  	1022 Race St	19107	4.0	2188	Chinese
Perch Pub      	1345 Locust St	19107	3.5	295	American
Molly Malloy's      	1136 Arch St	19107	4.0	339	American
Double Knot      	120 S 13th St	19107	4.5	1140	Japanese
Pandora's Lunchbox      	1221 Walnut St	19107	4.0	103	Italian
Yakitori Boy      	211 N 11th St	19107	3.5	748	Japanese
Wood Street Pizza     	325 N 12th St	19107	4.0	139	European
TT Skewer      	225 N 11th St	19107	4.5	118	Chinese
E Mei Restaurant     	915 Arch St	19107	4.0	407	Chinese
Kai Japanese Cuisine     	12 S 10th St	19107	4.5	141	Japanese
Pho Xe Lua Viet Thai Restaurant  	907 Race St	19107	4.0	708	SE Asian
Aki Nom Nom Sushi & Ramen  	1210 Walnut St	19107	3.5	573	Japanese
Sandler's On 9th     	834 Chestnut St	19107	4.0	246	American
Hippot Shabu Shabu     	1002 Arch St	19107	3.5	302	Chinese
Canton 11      	1025 Arch St	19107	3.5	100	Chinese
Tavern On Camac     	243 S Camac St	19107	4.0	153	American
McGillin's Olde Ale House    	1310 Drury St	19107	4.0	979	American
Palace at the Ben    	834 Chestnut St	19107	4.0	143	Indian
1225Raw Sushi and Sake Lounge   	1225 Sansom St	19107	3.5	545	Japanese
Dim Sum Garden     	59 N 11th St	19107	4.0	377	Chinese
The Halal Guys     	1016 Race St	19107	3.5	198	Middle Eastern
Barra Rossa Ristorante     	929 Walnut St	19107	3.5	366	Italian
Luhv Vegan Deli     	51 N 12th St	19107	4.5	107	American
Square Peg      	929  Walnut St	19107	3.5	135	American
Xiandu Thai      	1119 Walnut St	19107	4.0	631	SE Asian
Grocery       	105 S 13th St	19107	3.5	104	American
Greenstreet Coffee Co.     	1101 Spruce St	19107	4.5	190	American
Hummusology       	1112 Locust St	19107	4.5	179	Middle Eastern
Mercato BYOB      	1216 Spruce St	19107	4.0	709	Italian
The Capital Grille     	1338-46 Chestnut St	19107	4.0	634	Italian
Zinc       	246 S 11th St	19107	4.0	111	European
Chubby Cattle      	146 N 10th St	19107	4.5	1128	Japanese
Beiler's Bakery      	51 N 12th St	19107	4.5	1368	American
Valanni       	1229 Spruce St	19107	4.0	875	American
El Vez      	121 S 13th St	19107	4.0	3187	Mexican
Jeans Cafe      	1334 Walnut St	19107	4.0	180	American
Hidden Gem Cafe     	122 N 10th St	19107	4.5	108	Chinese
Sang Kee Peking Duck    	51 N 12th St	19107	3.5	135	Chinese
Sakura Mandarin      	1038 Race St	19107	3.5	318	Japanese
Naked Chocolate Cafe     	1317 Walnut St	19107	4.0	212	Bakery
The Corner      	102 S 13th St	19107	3.5	189	American
Smokin Bettys      	116 S 11th St	19107	3.5	796	American
Alpen Rose      	116 S 13th St	19107	4.5	153	American
Rosa's Fresh Pizza     	25 S 11th St	19107	4.5	195	European
Mixto       	1141 Pine St	19107	4.0	1246	Italian
Spice 28      	1228 Chestnut St	19107	4.0	822	American
Pho 20      	234-236 N 10th St	19107	4.0	215	SE Asian
QT Vietnamese Sandwich     	48 N 10th St	19107	4.5	538	SE Asian
Vedge       	1221 Locust St	19107	4.5	1447	American
Kinme       	1117 Locust St	19107	4.5	110	Japanese
Xun Yu Si Kao    	140 N 10th St	19107	4.0	114	Chinese
Fergie's Pub      	1214 Sansom St	19107	3.5	286	SE Asian
Chase's Hop Shop     	7235 Rising Sun Ave	19111	4.5	116	American
Hop Angel Brauhaus     	7980 Oxford Ave	19111	3.5	148	European
Mr Sushi      	7324 Oxford Ave	19111	4.0	184	American
Lo Spiedo      	4503 S Broad St	19112	3.5	148	American
Dagwood's Pub      	4625 Linden Ave	19114	4.0	123	American
Zaika       	2481 Grant Ave	19114	4.0	181	Indian
Three Monkeys Cafe     	9645 James St	19114	3.5	419	American
Maggie's Waterfront Cafe     	9242 N Delaware Ave	19114	3.5	221	American
Hook & Reel Cajun Seafood & Bar 	9763 Roosevelt Blvd	19114	3.5	100	American
Tokai Sushi Hibachi Steakhouses    	1699 Grant Ave	19115	4.0	209	Japanese
Macaroni's Restaurant      	9315 Old Bustleton Ave	19115	4.0	211	Italian
Judah Mediterranean Grill     	9311 Krewstown Rd	19115	4.0	102	Middle Eastern
Ahi Sushi      	9999 Bustleton Ave	19115	4.0	122	Japanese
Vince's Pizzeria      	2550 Grant Ave, Ste 350	19115	3.5	164	European
Benny the Bum's     	9991 Bustleton Ave	19115	3.5	162	American
Uzbekistan Restaurant      	12012 Bustleton Ave	19116	4.0	282	Middle Eastern
Steve's Prince of Steaks    	2711 Comly Rd	19116	3.5	176	American
Aldo's Pizzarama      	10201 Bustleton Ave	19116	4.0	102	European
Ninja Sushi Hibachi     	14100 Bustleton Ave	19116	4.0	224	Japanese
Mission BBQ      	11000 Roosevelt Blvd	19116	4.0	242	American
Cafe Michelangelo      	11901 Bustleton Ave	19116	3.5	127	Italian
Pho Palace      	15501 Bustleton Ave	19116	3.5	238	SE Asian
The Night Kitchen     	7725 Germantown Ave	19118	4.5	189	American
Tavern On the Hill    	8636 Germantown Ave	19118	4.0	140	American
Iron Hill Brewery & Restaurant   	8400 Germantown Ave	19118	3.5	384	American
Mica Restaurant      	8609 Germantown Ave	19118	4.5	156	American
Biryani Bowl Indian Cuisine    	219 E Willow Grove Ave	19118	4.0	109	Indian
Chestnut Grill and Sidewalk Cafe   	8229 Germantown Ave	19118	3.5	173	American
Paris Bistro and Jazz Cafe   	8235 Germantown Ave	19118	3.5	274	European
Chestnut Hill Brewing Company    	8221 Germantown Ave	19118	4.5	108	European
CinCin Restaurant      	7838 Germantown Ave	19118	3.5	199	Chinese
Thai Kuu      	35 Bethlehem Pike, Ste 109A	19118	3.5	173	SE Asian
Bredenbeck's Bakery & Ice Cream Parlor  	8126 Germantown Ave	19118	4.0	296	Bakery
Green Soul      	8229 Germantown Ave	19118	4.0	121	American
Osaka Japanese Restaurant     	8605 Germantown Ave	19118	4.0	178	Japanese
Cake       	8501 Germantown Ave	19118	4.0	250	American
McNally's Tavern      	8634 Germantown Ave	19118	4.5	240	American
Campbell's Place      	8337 Germantown Ave	19118	3.5	168	American
Hokka Hokka Japanese Restaurant    	7830 Germantown Ave	19118	3.5	144	Japanese
Grain Exchange      	7152 Germantown Ave	19119	3.5	239	American
Mi Puebla Restaurant     	7157 Germantown Ave	19119	3.5	108	Mexican
Earth Bread + Brewery    	7136 Germantown Ave	19119	4.0	380	American
Mt. Airy Deli     	7200 Devon St	19119	4.0	125	American
Cantina Avenida      	7402 Germantown Ave	19119	3.5	101	American
Pizzeria Nonna      	7200 Germantown Ave	19119	3.5	166	Italian
Jansen       	7402 Germantown Ave	19119	4.5	139	American
Trattoria Moma      	7131 Germantown Ave	19119	4.5	136	Italian
High Point Cafe     	602 Carpenter Ln	19119	4.0	117	American
Bacio       	311 W Mt Pleasant Ave	19119	4.0	183	Italian
Evo Brickoven Pizza     	277 W Mt Pleasant Ave	19119	4.0	172	Italian
Malelani Cafe      	6734 Germantown Ave	19119	4.5	145	American
McMenamin's Tavern      	7170 Germantown Ave	19119	4.0	224	American
Kim's Restaurant      	5955 N 5th St	19120	4.0	181	Korean
Seorabol Korean Restaurant     	5734 Old 2nd St	19120	4.0	531	Japanese
Pho Ha Saigon     	575 Adams Ave	19120	3.5	259	SE Asian
Pita Chip      	1600 N Broad St, Unit 7	19121	4.5	151	American
iMunch Cafe      	1233 N 31st St	19121	4.5	155	American
Koja Grille      	1600 N Broad St	19121	3.5	131	Japanese
Laser Wolf      	1301 N Howard St	19122	4.5	162	Middle Eastern
Que Chula Es Puebla    	1356 N 2nd St	19122	4.0	256	Mexican
Front Street Cafe     	1253 N Front St	19122	4.0	716	American
The El Bar     	1356 N Front St	19122	4.0	160	American
Poe's Sandwich Joint     	1710 N 5th St	19122	4.0	122	American
Evil Genius Beer     	1727 N Front St	19122	4.0	283	American
Pizzeria Beddia      	1313 North Lee St	19122	4.0	599	Italian
Taco Riendo      	1301 N 5th St	19122	4.0	309	Mexican
Hiroki       	1335 N Front St	19122	4.0	106	Japanese
DAWA Sushi & Ramen Bar   	1204 N Front St	19122	4.5	104	Japanese
Tandoor Authentic Indian Restaurant    	1832 N Front St	19122	4.0	160	Indian
Helm       	1303 N Fifth St	19122	4.5	227	American
Wm Mulherin's Sons     	1355 N Front St	19122	4.5	610	Italian
Las Cazuelas Restaurant BYOB    	426 W Girard Ave	19123	4.0	338	American
SET NoLibs      	1030 N 2nd St, Unit 101	19123	4.0	108	Mexican
Prohibition Taproom      	501 N 13th St	19123	4.0	618	American
El Camino Real     	1040 N 2nd St	19123	3.5	1014	Mexican
Urban Village Brewing Co    	1001 N 2nd St	19123	4.0	221	American
Bourbon & Branch     	705 N 2nd St	19123	4.0	392	American
The Foodery      	837 N 2nd St	19123	4.0	156	American
Honey's Sit-N-Eat      	800 N 4th St	19123	4.0	1396	American
Poke Bowl      	958 N 2nd St	19123	4.0	194	American
Jimmy G's Steaks     	695 N Broad St	19123	4.0	300	Cheesesteaks
Soy Cafe      	630 N 2nd St	19123	4.5	299	American
Yards Brewing Company     	500 Spring Garden St	19123	4.0	755	American
Cantina Dos Segundos     	931 N 2nd St	19123	4.0	904	Mexican
The Institute      	549 N 12th St	19123	3.5	167	American
Tiffin       	710 W Girard Ave	19123	3.5	304	Indian
Seiko Japanese Restaurant     	604 N 2nd St	19123	4.0	142	Japanese
Reggae Reggae Vibes     	517 W Girard Ave	19123	4.0	130	Cheesesteaks
Street Side      	165 W Girard Ave	19123	4.5	137	SE Asian
Jerry's Bar      	129 W Laurel St	19123	3.5	424	American
Win Win      	931 Spring Garden St	19123	4.5	102	American
North Bowl      	909 N 2nd St	19123	4.0	484	American
Modo Mio      	161 W Girard Ave	19123	4.0	492	Italian
Circles Contemporary Thai     	812 N 2nd St	19123	3.5	394	SE Asian
A Full Plate     	1009 N Bodine St	19123	3.5	135	American
Blackbird Pizzeria      	614 N 2nd St	19123	4.0	248	Jewish
Dmitri's       	944 N 2nd St	19123	3.5	237	European
Ken Love's BYOB     	701 N 3rd St	19123	4.5	172	American
Juno       	1033 Spring Garden St	19123	4.0	186	American
Café Estelle      	444 N 4th St	19123	4.0	205	American
Rustica       	903 N 2nd St	19123	4.0	312	Italian
Sazon Restaurant & Cafe    	941 Spring Garden St	19123	4.0	370	American
Mood Indian Restaurant     	444 N 4th St, Ground Fl	19123	4.0	100	Indian
Bardot Cafe      	447 Poplar St	19123	4.5	154	American
Jose's Tacos      	469 N 10th St	19123	4.0	150	Mexican
Dolce & Caffè     	708 N 2nd St	19123	4.5	111	Italian
Love & Honey Fried Chicken   	1100 N Front St	19123	4.5	409	American
Trios Fresh Italian     	342 W Girard Ave	19123	3.5	217	Italian
Kostas Bar Restaurant     	15 W Girard Ave	19123	4.0	112	European
Talia's Grille      	122 W Girard Ave	19123	4.5	233	Jewish
The Blind Pig     	702 N 2nd St	19123	4.0	216	American
Punch Line Philly     	33 E Laurel St	19123	3.5	273	American
Standard Tap      	901 N 2nd St	19123	4.0	785	American
Del Rossi's Cheesesteak     	538 N 4th St	19123	3.5	338	Cheesesteaks
Mood Indian Restaurant     	423 W Girard Ave	19123	3.5	111	Indian
Heritage       	914 N 2nd St	19123	4.0	297	American
Llama Tooth      	1033 Spring Garden St	19123	3.5	243	American
Same Same      	614 N 2nd St	19123	4.0	109	SE Asian
Barcade       	1114 Frankford Ave	19123	3.5	506	SE Asian
Pretty Girls Cook     	1016 N Marshall St	19123	4.0	146	American
North Third      	801 N 3rd St	19123	4.0	677	American
Goose Island Brewhouse     	1002 Canal St	19123	3.5	149	American
Baan Thai      	1030 N American St	19123	4.0	235	SE Asian
Apricot Stone      	1040 N American St, Ste 601	19123	4.5	310	Middle Eastern
Pura Vida      	527 Fairmount Ave	19123	4.0	144	American
Hikari Sushi      	1040 N American St, Ste 701	19123	5.0	155	Japanese
Bufad       	1240 Spring Garden St	19123	4.0	266	Italian
One Shot Coffee     	217 W George St	19123	4.0	498	American
Cafe Chismosa      	900 N 4th St	19123	4.5	139	American
Ken Shin Asian Diner    	301 Spring Garden St	19123	3.5	152	Japanese
Roy-Pitz Barrel House     	990 Spring Garden St	19123	4.0	151	European
Cafe La Maude     	816 N 4th St	19123	4.5	1485	American
Añejo Philadelphia      	1001 N 2nd St	19123	4.0	132	Mexican
The Abbaye      	637 N 3rd St	19123	4.0	306	American
Spuntino Wood Fired Pizza    	701 N 2nd St	19123	4.5	209	European
Pho 75      	823 Adams Ave	19124	4.0	146	SE Asian
Cafe Saigon      	827 Adams Ave	19124	4.0	128	Chinese
Cake Life Bake Shop    	1306 Frankford Ave	19125	4.5	241	Bakery
Suraya       	1528 Frankford Ave	19125	4.5	1121	American
Lloyd Whiskey Bar     	529 E Girard Ave	19125	4.0	210	American
Eatalia       	2723 E Cumberland St	19125	4.0	166	Italian
Murph's Bar      	202 E Girard Ave	19125	4.0	315	Italian
Cheu Fishtown      	1416 Frankford Ave	19125	4.0	250	Japanese
Ekta Indian Cuisine     	1142 Crease St	19125	4.0	436	Indian
Johnny Brenda's      	1201 Frankford Ave	19125	4.0	556	American
La Colombe Coffee     	1335 Frankford Ave	19125	4.5	509	American
East Girard Gastropub     	200 E Girard Ave	19125	4.0	126	American
Mad Rex      	1000 Frankford Ave, Ste 1	19125	3.5	337	American
Circles + Squares     	2513 Tulip St	19125	5.0	103	European
Kensington Quarters      	1310 Frankford Ave	19125	4.0	318	American
Interstate Drafthouse      	1235 E Palmer St	19125	4.0	250	American
Loco Pez      	2401 E Norris St	19125	4.0	650	Mexican
The Pickled Heron     	2218 Frankford Ave	19125	4.0	120	European
Andy's Chicken      	2001 Memphis St	19125	4.5	233	Korean
Kraftwork       	541 E Girard Ave	19125	4.0	559	American
Thang Long Pho Restaurant    	2534-36 Kensington Ave	19125	4.5	157	SE Asian
Coffee House Too     	2514 E York St	19125	4.5	246	American
Pizza Brain      	2313 Frankford Ave	19125	4.0	575	SE Asian
Fette Sau      	1208 Frankford Ave	19125	4.0	631	BBQ
La Locanda Del Ghiottone    	2723 E Cumberland St	19125	4.0	278	Italian
OG Pizza      	2500 Frankford Ave	19125	4.0	133	American
Soup Kitchen Cafe     	2146 E Susquehanna Ave	19125	4.0	314	American
Joe's Steaks + Soda Shop   	1 W Girard Ave	19125	4.0	392	American
Steap and Grind     	1619 Frankford Ave	19125	4.0	138	American
Green Rock Tavern     	2546 E Lehigh Ave	19125	4.5	109	American
Cook and Shaker     	2301 E Albert St	19125	4.5	171	American
Hajimaru Fishtown      	200 E Girard Ave	19125	4.5	140	Japanese
Stock's Bakery      	2614 E Lehigh Ave	19125	4.5	171	Bakery
Bottle Bar East     	1308 Frankford Ave	19125	4.0	271	American
Cafe Pho Ga Thanh Thanh   	2539 Kensington Ave	19125	4.0	229	SE Asian
Memphis Taproom      	2331 E Cumberland St	19125	4.0	675	American
Root       	1206 Frankford Ave	19125	4.5	160	Italian
Medusa Pizzeria      	2327 Gaul St	19125	4.0	122	Italian
Cedar Point Bar and Kitchen   	2370 E Norris St	19125	4.0	313	American
Sancho Pistola's      	19 W Girard Ave	19125	4.0	347	Mexican
Franco's Pizza      	2573 Tulip St	19125	4.0	141	European
Little Baby's Ice Cream    	2311 Frankford Ave	19125	4.0	288	American
Martha       	2113 E York St	19125	4.0	155	American
Stock       	308 E Girard Ave	19125	4.0	304	American
Paesano's Philly Style     	1429 Marlborough St	19125	4.5	652	American
Frankford Hall      	1210 Frankford Ave	19125	4.0	981	European
Girard Bruncherie      	300 E Girard Ave	19125	4.5	224	American
Sketch Burger      	413 E Girard Ave	19125	4.0	534	American
Milkcrate Cafe      	400 E Girard Ave	19125	4.5	228	American
Jong Ka Jib     	6600 N 5th St	19126	4.5	351	Korean
Gogi BBQ      	6783 N 5th St	19126	4.0	104	Korean
Café Soho      	468 W Cheltenham Ave	19126	4.0	800	Japanese
Franzone's Pizzeria & Restaurant    	114 Levering St	19127	3.5	110	European
Smiley's Cafe      	4251 Main St	19127	4.5	423	European
Machismo Burrito Bar     	4330 Main St	19127	3.5	104	Mexican
Marchiano's Bakery      	4653 Umbria St	19127	4.5	118	Bakery
Winnie's Manayunk      	4266 Main St	19127	3.5	599	American
Han Dynasty      	4356 Main St	19127	3.5	417	Chinese
Old Eagle Tavern     	177 Markle St	19127	4.0	103	American
New Leaf 2 Chinese & Japanese Cuisine 	4260 Main St	19127	4.5	137	Japanese
Union Taco      	4229 Main St	19127	3.5	179	Mexican
Greg's Kitchen      	4460 Main St	19127	4.0	337	American
SOMO Manayunk      	4311 Main St	19127	3.5	288	American
Jake's & Cooper's Wine Bar & Wine Shop	4365 Main St	19127	3.5	306	American
The Goat's Beard     	4201 Main St	19127	4.0	477	American
The Couch Tomato Cafe    	102 Rector St	19127	4.0	604	Italian
Manayunk Tavern      	4247 Main St	19127	4.0	176	American
Chabaa Thai Bistro     	4343 Main St	19127	4.0	338	SE Asian
Zesty's       	4382 Main St	19127	3.5	171	European
Yanako       	4345 Main St	19127	4.0	276	Japanese
Lucky's Last Chance     	4421 Main St	19127	4.5	579	American
Bourbon Blue      	2 Rector St	19127	3.5	334	American
Laxmi Indian Grille - Manayunk   	4425 Main St	19127	4.0	203	Indian
Taqueria Feliz      	4410 Main St	19127	4.0	460	Mexican
@Ramen       	4357 Main St	19127	4.0	190	Japanese
Mi 'N Tea     	4229 Main St	19127	4.5	118	SE Asian
Volo Coffeehouse      	4360 Main St	19127	4.5	251	American
Agiato       	4359 Main St	19127	4.0	127	Italian
Main Street Pho     	4307 Main St	19127	4.0	133	SE Asian
Manayunk Brewery      	4120 Main St	19127	3.5	692	American
Mel's Kitchen      	5001 Umbria St	19128	4.5	206	American
Valley Green Inn     	7 Valley Green Rd	19128	3.5	191	American
The Adobe Cafe     	4550 Mitchell St	19128	3.5	317	Mexican
Lucky Star Asian Cuisine    	8919 Ridge Ave Store	19128	4.0	127	Chinese
Dalessandro’s Steaks & Hoagies    	600 Wendover St	19128	4.0	2686	Cheesesteaks
Yiro Yiro      	6024 Ridge Ave	19128	4.5	163	European
Deke's Bar-B-Que      	443 Shurs Ln	19128	4.5	257	BBQ
Andorra Ping Pong     	8500 Henry Ave	19128	4.0	121	Chinese
Zesto Pizza & Grill    	6024 Ridge Ave, Ste 104	19128	4.0	222	European
Lennie's Hoagies      	6141 Ridge Ave	19128	4.0	135	American
The Foodery Roxborough     	6148 Ridge Ave	19128	4.0	141	American
Deke's Bar-B-Que      	4901 Ridge Ave	19128	3.5	182	BBQ
Ugly Moose      	443 Shurs Ln	19128	4.0	128	American
Basilico Wood Fired Pizza    	8500 Henry Ave	19128	3.5	210	Italian
Chubbys Steaks      	5826 Henry Ave	19128	4.0	394	Cheesesteaks
Phu Fha Thai Restaurant    	6190 Ridge Ave	19128	3.5	122	SE Asian
The Spicy Belly     	3847 Terrace St	19128	4.0	251	American
Taylor's Cafe      	6144 Ridge Ave	19128	4.0	165	American
Custard & Cakes Creamery    	5461 Ridge Ave	19128	4.5	224	American
Barry's Steaks      	471 Leverington Ave	19128	4.5	118	Cheesesteaks
Slices Pizza      	4249 Ridge Ave	19129	4.0	122	European
In Riva      	4116 Ridge Ave	19129	4.0	729	Italian
Franklin's       	3521 Bowman St	19129	3.5	129	American
Trolley Car Cafe     	3269 S Ferry Rd	19129	3.5	261	American
Falls Taproom      	3749 Midvale Ave	19129	3.5	246	American
Frank's Pizza      	3600 Fisk Ave	19129	4.0	109	Italian
Founded Coffee & Pizza    	3300 Henry Ave	19129	4.0	104	European
LeBus East Falls     	4201 Ridge Ave	19129	3.5	199	American
Billy Murphy's Irish Saloon    	3333 Conrad St	19129	4.5	159	American
Shan Chuan      	4211 Ridge Ave	19129	4.0	143	Japanese
Vineyards Cafe      	847 N 16th St	19130	4.5	192	American
Lazos Pizza & Grill    	2533 Poplar St	19130	4.0	176	Italian
Zorba's Taverna      	2230 Fairmount Ave	19130	4.5	510	European
Buena Onda      	1901 Callowhill St	19130	4.0	552	Mexican
iPho Vietnamese Restaurant     	1921 Fairmount Ave	19130	3.5	151	SE Asian
Pizzeria Vetri      	1939 Callowhill St	19130	4.0	651	Italian
Rybrew       	2816 W Girard Ave	19130	4.5	210	American
Route 6      	600 N. Broad Street	19130	4.0	214	American
Zuzu's Kitchen      	1500 Ridge Ave	19130	4.0	118	European
Fare       	2028 Fairmount Ave	19130	3.5	456	American
Isabel       	2601 Pennsylvania Ave, Ste 5	19130	3.5	107	Mexican
Osteria       	640 N Broad St	19130	4.0	877	Italian
ERA       	2743 Poplar St	19130	4.0	182	African
Rembrandt's Restaurant & Pub    	741 N 23rd St	19130	3.5	229	Italian
The Belgian Café     	601 N 21st St	19130	3.5	474	American
A Mano      	2244 Fairmount Ave	19130	4.5	217	Italian
St. Stephen's Green     	1701 Green St	19130	3.5	226	American
Dim Sum & Noodle    	2000 Hamilton St, Ste 104	19130	4.0	257	Chinese
Tela's Market & Kitchen    	1833 Fairmount Ave	19130	4.0	265	American
Philadelphia Museum of Art    	2600 Benjamin Franklin Pkwy	19130	4.5	767	American
Lemon Hill      	747 N 25th St	19130	4.0	122	American
Trio       	2601 Pennsylvania Ave	19130	3.5	184	SE Asian
Dasiwa       	735 N 26th St	19130	4.5	230	Japanese
Doma       	1822 Callowhill St	19130	4.0	457	Japanese
La Calaca Feliz     	2321 Fairmount Ave	19130	4.0	681	Mexican
2637brew       	2637 W Girard Ave	19130	4.0	121	American
McCrossen's Tavern      	529 N 20th St	19130	4.0	293	American
Umai Umai      	533 N 22nd St	19130	4.5	488	Japanese
I Tea      	1537 Spring Garden St	19130	4.0	163	Japanese
Kelliann's Bar & Grill    	1549 Spring Garden St	19130	4.0	111	American
Gyu-Kaku Japanese BBQ     	1901 Callowhill St	19130	3.5	569	Japanese
